"d_id","age","capacity","model","fail"
8246,12,"1TB","Toshiba",FALSE
8247,22,"600GB","Toshiba",FALSE
8248,16,"600GB","Toshiba",FALSE
8249,14,"600GB","Seagate",FALSE
8250,9,"600GB","Toshiba",FALSE
8251,11,"600GB","Toshiba",FALSE
8252,15,"1TB","Seagate",FALSE
8253,18,"1TB","Fujitsu",FALSE
8254,16,"1TB","Toshiba",FALSE
8255,17,"600GB","Seagate",FALSE
8256,21,"1TB","Seagate",FALSE
8257,20,"300GB","Hitachi",FALSE
8258,21,"600GB","Hitachi",FALSE
8259,19,"1TB","Seagate",FALSE
8260,15,"600GB","Toshiba",FALSE
8261,14,"300GB","Toshiba",FALSE
8262,13,"1TB","Toshiba",FALSE
8263,18,"300GB","Toshiba",FALSE
8264,19,"300GB","Hitachi",FALSE
8265,14,"600GB","Hitachi",FALSE
8266,20,"1TB","Hitachi",FALSE
8267,14,"300GB","Hitachi",FALSE
8268,12,"300GB","Hitachi",FALSE
8269,17,"600GB","Hitachi",FALSE
8270,14,"300GB","Seagate",FALSE
8271,16,"1TB","Seagate",FALSE
8272,22,"600GB","Toshiba",FALSE
8273,13,"600GB","Toshiba",FALSE
8274,14,"1TB","Seagate",FALSE
8275,14,"1TB","Hitachi",FALSE
8276,11,"1TB","Fujitsu",FALSE
8277,15,"1TB","Fujitsu",FALSE
8278,16,"1TB","Fujitsu",FALSE
8279,15,"600GB","Toshiba",FALSE
8280,16,"300GB","Fujitsu",FALSE
8281,23,"1TB","Fujitsu",FALSE
8282,10,"300GB","Fujitsu",FALSE
8283,20,"600GB","Hitachi",FALSE
8284,18,"600GB","Toshiba",FALSE
8285,15,"1TB","Fujitsu",FALSE
8286,20,"600GB","Fujitsu",FALSE
8287,16,"600GB","Seagate",FALSE
8288,15,"1TB","Fujitsu",FALSE
8289,24,"1TB","Hitachi",FALSE
8290,15,"300GB","Hitachi",FALSE
8291,17,"1TB","Seagate",FALSE
8292,13,"300GB","Toshiba",FALSE
8293,20,"300GB","Fujitsu",FALSE
8294,17,"600GB","Toshiba",FALSE
8295,10,"300GB","Seagate",FALSE
8296,12,"300GB","Toshiba",FALSE
8297,23,"1TB","Toshiba",FALSE
8298,16,"1TB","Fujitsu",FALSE
8299,13,"1TB","Toshiba",FALSE
8300,12,"600GB","Seagate",FALSE
8301,11,"600GB","Fujitsu",FALSE
8302,21,"1TB","Toshiba",FALSE
8303,16,"1TB","Hitachi",FALSE
8304,16,"600GB","Seagate",FALSE
8305,13,"1TB","Hitachi",FALSE
8306,24,"600GB","Toshiba",FALSE
8307,17,"600GB","Seagate",FALSE
8308,10,"600GB","Seagate",FALSE
8309,17,"1TB","Toshiba",FALSE
8310,11,"600GB","Toshiba",FALSE
8311,14,"300GB","Fujitsu",FALSE
8312,22,"600GB","Fujitsu",FALSE
8313,15,"300GB","Seagate",FALSE
8314,20,"1TB","Hitachi",FALSE
8315,20,"600GB","Toshiba",FALSE
8316,13,"300GB","Fujitsu",FALSE
8317,12,"1TB","Fujitsu",FALSE
8318,18,"300GB","Toshiba",FALSE
8319,25,"300GB","Toshiba",FALSE
8320,19,"600GB","Seagate",FALSE
8321,20,"1TB","Toshiba",FALSE
8322,12,"1TB","Toshiba",FALSE
8323,22,"600GB","Seagate",FALSE
8324,16,"600GB","Fujitsu",FALSE
8325,15,"600GB","Fujitsu",FALSE
8326,17,"1TB","Fujitsu",FALSE
8327,15,"600GB","Hitachi",FALSE
8328,11,"300GB","Toshiba",FALSE
8329,14,"600GB","Seagate",FALSE
8330,17,"600GB","Toshiba",FALSE
8331,15,"600GB","Seagate",FALSE
8332,11,"1TB","Toshiba",FALSE
8333,12,"600GB","Hitachi",FALSE
8334,11,"600GB","Toshiba",FALSE
8335,11,"300GB","Toshiba",FALSE
8336,21,"300GB","Toshiba",FALSE
8337,15,"1TB","Seagate",FALSE
8338,19,"1TB","Toshiba",FALSE
8339,13,"300GB","Toshiba",FALSE
8340,17,"1TB","Seagate",FALSE
8341,13,"1TB","Seagate",FALSE
8342,12,"1TB","Hitachi",FALSE
8343,21,"1TB","Hitachi",FALSE
8344,23,"600GB","Hitachi",FALSE
8345,25,"1TB","Toshiba",FALSE
8346,12,"1TB","Toshiba",FALSE
8347,21,"1TB","Toshiba",FALSE
8348,18,"600GB","Seagate",FALSE
8349,18,"300GB","Hitachi",FALSE
8350,19,"600GB","Seagate",FALSE
8351,14,"1TB","Seagate",FALSE
8352,15,"1TB","Seagate",FALSE
8353,13,"300GB","Seagate",FALSE
8354,15,"600GB","Hitachi",FALSE
8355,17,"600GB","Seagate",FALSE
8356,16,"600GB","Seagate",FALSE
8357,20,"300GB","Toshiba",FALSE
8358,19,"1TB","Hitachi",FALSE
8359,18,"300GB","Seagate",FALSE
8360,17,"1TB","Fujitsu",FALSE
8361,21,"600GB","Fujitsu",FALSE
8362,11,"300GB","Fujitsu",FALSE
8363,17,"300GB","Seagate",FALSE
8364,20,"300GB","Fujitsu",FALSE
8365,17,"600GB","Fujitsu",FALSE
8366,18,"300GB","Seagate",FALSE
8367,23,"600GB","Seagate",FALSE
8368,22,"1TB","Toshiba",FALSE
8369,16,"300GB","Fujitsu",FALSE
8370,10,"600GB","Hitachi",FALSE
8371,14,"1TB","Seagate",FALSE
8372,15,"1TB","Hitachi",FALSE
8373,18,"1TB","Hitachi",FALSE
8374,14,"300GB","Hitachi",FALSE
8375,14,"300GB","Hitachi",FALSE
8376,18,"600GB","Fujitsu",FALSE
8377,16,"1TB","Fujitsu",FALSE
8378,17,"1TB","Toshiba",FALSE
8379,13,"600GB","Hitachi",FALSE
8380,12,"300GB","Toshiba",FALSE
8381,19,"1TB","Seagate",FALSE
8382,14,"600GB","Toshiba",FALSE
8383,14,"600GB","Seagate",FALSE
8384,12,"300GB","Seagate",FALSE
8385,12,"600GB","Seagate",FALSE
8386,15,"1TB","Seagate",FALSE
8387,18,"1TB","Seagate",FALSE
8388,17,"1TB","Seagate",FALSE
8389,14,"300GB","Seagate",FALSE
8390,20,"300GB","Hitachi",FALSE
8391,17,"600GB","Seagate",FALSE
8392,13,"1TB","Toshiba",FALSE
8393,23,"1TB","Fujitsu",FALSE
8394,22,"600GB","Fujitsu",FALSE
8395,14,"300GB","Seagate",FALSE
8396,16,"600GB","Hitachi",FALSE
8397,14,"1TB","Fujitsu",FALSE
8398,25,"300GB","Fujitsu",FALSE
8399,24,"300GB","Toshiba",FALSE
8400,15,"600GB","Hitachi",FALSE
8401,14,"300GB","Toshiba",FALSE
8402,15,"300GB","Seagate",FALSE
8403,13,"300GB","Toshiba",FALSE
8404,12,"1TB","Seagate",FALSE
8405,18,"1TB","Toshiba",FALSE
8406,19,"1TB","Seagate",FALSE
8407,20,"1TB","Seagate",FALSE
8408,21,"600GB","Seagate",FALSE
8409,21,"1TB","Seagate",FALSE
8410,14,"300GB","Seagate",FALSE
8411,11,"1TB","Fujitsu",FALSE
8412,20,"1TB","Seagate",FALSE
8413,13,"1TB","Seagate",FALSE
8414,18,"1TB","Seagate",FALSE
8415,21,"300GB","Hitachi",FALSE
8416,18,"1TB","Toshiba",FALSE
8417,18,"1TB","Toshiba",FALSE
8418,15,"600GB","Hitachi",FALSE
8419,16,"300GB","Seagate",FALSE
8420,19,"1TB","Fujitsu",FALSE
8421,19,"1TB","Hitachi",FALSE
8422,26,"300GB","Hitachi",FALSE
8423,24,"1TB","Toshiba",FALSE
8424,11,"300GB","Seagate",FALSE
8425,15,"1TB","Seagate",FALSE
8426,14,"300GB","Toshiba",FALSE
8427,17,"300GB","Seagate",FALSE
8428,15,"300GB","Hitachi",FALSE
8429,19,"1TB","Fujitsu",FALSE
8430,14,"1TB","Seagate",FALSE
8431,22,"300GB","Seagate",FALSE
8432,17,"600GB","Seagate",FALSE
8433,24,"300GB","Hitachi",FALSE
8434,19,"1TB","Hitachi",FALSE
8435,13,"1TB","Seagate",FALSE
8436,20,"300GB","Hitachi",FALSE
8437,20,"600GB","Toshiba",FALSE
8438,19,"600GB","Hitachi",FALSE
8439,25,"1TB","Hitachi",FALSE
8440,20,"300GB","Fujitsu",FALSE
8441,17,"1TB","Fujitsu",FALSE
8442,12,"1TB","Fujitsu",FALSE
8443,14,"300GB","Seagate",FALSE
8444,16,"1TB","Fujitsu",FALSE
8445,19,"300GB","Seagate",FALSE
8446,20,"1TB","Seagate",FALSE
8447,15,"300GB","Hitachi",FALSE
8448,28,"600GB","Fujitsu",FALSE
8449,13,"300GB","Hitachi",FALSE
8450,18,"1TB","Seagate",FALSE
8451,16,"600GB","Toshiba",FALSE
8452,23,"300GB","Fujitsu",FALSE
8453,22,"1TB","Toshiba",FALSE
8454,15,"1TB","Hitachi",FALSE
8455,9,"1TB","Seagate",FALSE
8456,18,"1TB","Fujitsu",FALSE
8457,17,"600GB","Hitachi",FALSE
8458,19,"600GB","Hitachi",FALSE
8459,13,"600GB","Fujitsu",FALSE
8460,21,"300GB","Toshiba",FALSE
8461,20,"300GB","Toshiba",FALSE
8462,16,"300GB","Fujitsu",FALSE
8463,13,"300GB","Toshiba",FALSE
8464,9,"1TB","Toshiba",FALSE
8465,15,"1TB","Hitachi",FALSE
8466,17,"1TB","Seagate",FALSE
8467,19,"1TB","Hitachi",FALSE
8468,19,"600GB","Fujitsu",FALSE
8469,20,"300GB","Toshiba",FALSE
8470,12,"1TB","Fujitsu",FALSE
8471,16,"600GB","Hitachi",FALSE
8472,15,"300GB","Hitachi",FALSE
8473,16,"300GB","Toshiba",FALSE
8474,21,"600GB","Hitachi",FALSE
8475,21,"600GB","Seagate",FALSE
8476,12,"1TB","Seagate",FALSE
8477,13,"1TB","Toshiba",FALSE
8478,17,"1TB","Seagate",FALSE
8479,17,"600GB","Hitachi",FALSE
8480,16,"600GB","Toshiba",FALSE
8481,16,"600GB","Hitachi",FALSE
8482,21,"1TB","Fujitsu",FALSE
8483,20,"300GB","Hitachi",FALSE
8484,12,"600GB","Hitachi",FALSE
8485,9,"600GB","Seagate",FALSE
8486,10,"600GB","Seagate",FALSE
8487,15,"600GB","Fujitsu",FALSE
8488,25,"1TB","Seagate",FALSE
8489,16,"1TB","Toshiba",FALSE
8490,19,"600GB","Fujitsu",FALSE
8491,12,"600GB","Hitachi",FALSE
8492,14,"600GB","Fujitsu",FALSE
8493,18,"1TB","Toshiba",FALSE
8494,15,"300GB","Fujitsu",FALSE
8495,13,"1TB","Toshiba",FALSE
8496,12,"300GB","Hitachi",FALSE
8497,12,"1TB","Toshiba",FALSE
8498,19,"300GB","Seagate",FALSE
8499,16,"1TB","Fujitsu",FALSE
8500,11,"600GB","Toshiba",FALSE
8501,17,"600GB","Toshiba",FALSE
8502,14,"300GB","Toshiba",FALSE
8503,14,"600GB","Seagate",FALSE
8504,17,"1TB","Hitachi",FALSE
8505,14,"300GB","Hitachi",FALSE
8506,11,"300GB","Toshiba",FALSE
8507,9,"600GB","Toshiba",FALSE
8508,14,"300GB","Hitachi",FALSE
8509,17,"1TB","Toshiba",FALSE
8510,22,"600GB","Hitachi",FALSE
8511,12,"600GB","Hitachi",FALSE
8512,25,"1TB","Hitachi",FALSE
8513,14,"300GB","Fujitsu",FALSE
8514,16,"300GB","Hitachi",FALSE
8515,11,"600GB","Toshiba",FALSE
8516,14,"300GB","Fujitsu",FALSE
8517,16,"1TB","Toshiba",FALSE
8518,19,"600GB","Seagate",FALSE
8519,10,"600GB","Fujitsu",FALSE
8520,8,"300GB","Fujitsu",FALSE
8521,15,"1TB","Toshiba",FALSE
8522,10,"600GB","Fujitsu",FALSE
8523,25,"1TB","Hitachi",FALSE
8524,13,"600GB","Fujitsu",FALSE
8525,15,"600GB","Hitachi",FALSE
8526,18,"300GB","Hitachi",FALSE
8527,20,"300GB","Hitachi",FALSE
8528,25,"1TB","Fujitsu",FALSE
8529,11,"300GB","Seagate",FALSE
8530,16,"1TB","Hitachi",FALSE
8531,12,"1TB","Toshiba",FALSE
8532,21,"300GB","Toshiba",FALSE
8533,21,"1TB","Toshiba",FALSE
8534,13,"1TB","Toshiba",FALSE
8535,14,"600GB","Seagate",FALSE
8536,16,"300GB","Seagate",FALSE
8537,17,"300GB","Hitachi",FALSE
8538,16,"300GB","Hitachi",FALSE
8539,16,"300GB","Hitachi",FALSE
8540,17,"1TB","Seagate",FALSE
8541,16,"1TB","Toshiba",FALSE
8542,7,"300GB","Fujitsu",FALSE
8543,15,"600GB","Toshiba",FALSE
8544,16,"600GB","Hitachi",FALSE
8545,12,"300GB","Seagate",FALSE
8546,14,"300GB","Fujitsu",FALSE
8547,23,"600GB","Fujitsu",FALSE
8548,15,"300GB","Fujitsu",FALSE
8549,16,"600GB","Seagate",FALSE
8550,16,"1TB","Fujitsu",FALSE
8551,18,"300GB","Hitachi",FALSE
8552,13,"600GB","Toshiba",FALSE
8553,14,"600GB","Toshiba",FALSE
8554,11,"1TB","Fujitsu",FALSE
8555,16,"600GB","Hitachi",FALSE
8556,16,"600GB","Toshiba",FALSE
8557,17,"300GB","Hitachi",FALSE
8558,15,"1TB","Fujitsu",FALSE
8559,22,"600GB","Seagate",FALSE
8560,22,"600GB","Hitachi",FALSE
8561,10,"300GB","Hitachi",FALSE
8562,24,"300GB","Hitachi",FALSE
8563,21,"300GB","Seagate",FALSE
8564,18,"1TB","Toshiba",FALSE
8565,9,"600GB","Toshiba",FALSE
8566,12,"600GB","Toshiba",FALSE
8567,25,"1TB","Seagate",FALSE
8568,24,"1TB","Toshiba",FALSE
8569,17,"300GB","Hitachi",FALSE
8570,23,"300GB","Fujitsu",FALSE
8571,20,"300GB","Seagate",FALSE
8572,20,"300GB","Toshiba",FALSE
8573,13,"600GB","Toshiba",FALSE
8574,19,"600GB","Seagate",FALSE
8575,24,"1TB","Hitachi",FALSE
8576,14,"300GB","Seagate",FALSE
8577,21,"1TB","Hitachi",FALSE
8578,15,"1TB","Hitachi",FALSE
8579,14,"600GB","Fujitsu",FALSE
8580,20,"300GB","Seagate",FALSE
8581,12,"300GB","Seagate",FALSE
8582,13,"300GB","Hitachi",FALSE
8583,6,"1TB","Fujitsu",FALSE
8584,15,"600GB","Fujitsu",FALSE
8585,19,"1TB","Seagate",FALSE
8586,18,"1TB","Fujitsu",FALSE
8587,12,"600GB","Toshiba",FALSE
8588,12,"1TB","Toshiba",FALSE
8589,12,"300GB","Hitachi",FALSE
8590,21,"300GB","Fujitsu",FALSE
8591,15,"600GB","Toshiba",FALSE
8592,14,"300GB","Hitachi",FALSE
8593,13,"1TB","Seagate",FALSE
8594,15,"300GB","Seagate",FALSE
8595,17,"1TB","Toshiba",FALSE
8596,16,"300GB","Fujitsu",FALSE
8597,14,"600GB","Fujitsu",FALSE
8598,14,"1TB","Toshiba",FALSE
8599,18,"600GB","Seagate",FALSE
8600,18,"300GB","Toshiba",FALSE
8601,11,"1TB","Hitachi",FALSE
8602,16,"1TB","Seagate",FALSE
8603,21,"600GB","Toshiba",FALSE
8604,13,"300GB","Fujitsu",FALSE
8605,15,"600GB","Hitachi",FALSE
8606,15,"600GB","Seagate",FALSE
8607,15,"1TB","Fujitsu",FALSE
8608,15,"300GB","Toshiba",FALSE
8609,14,"1TB","Hitachi",FALSE
8610,12,"600GB","Seagate",FALSE
8611,13,"1TB","Fujitsu",FALSE
8612,17,"600GB","Fujitsu",FALSE
8613,17,"600GB","Fujitsu",FALSE
8614,13,"600GB","Seagate",FALSE
8615,20,"1TB","Toshiba",FALSE
8616,12,"600GB","Seagate",FALSE
8617,16,"300GB","Hitachi",FALSE
8618,13,"600GB","Seagate",FALSE
8619,16,"300GB","Toshiba",FALSE
8620,16,"600GB","Fujitsu",FALSE
8621,19,"600GB","Toshiba",FALSE
8622,14,"1TB","Fujitsu",FALSE
8623,20,"600GB","Hitachi",FALSE
8624,15,"600GB","Fujitsu",FALSE
8625,13,"1TB","Toshiba",FALSE
8626,18,"300GB","Hitachi",FALSE
8627,13,"600GB","Toshiba",FALSE
8628,15,"1TB","Toshiba",FALSE
8629,21,"300GB","Toshiba",FALSE
8630,13,"300GB","Hitachi",FALSE
8631,17,"1TB","Hitachi",FALSE
8632,21,"1TB","Toshiba",FALSE
8633,18,"600GB","Seagate",FALSE
8634,17,"600GB","Seagate",FALSE
8635,14,"1TB","Seagate",FALSE
8636,19,"300GB","Seagate",FALSE
8637,13,"300GB","Toshiba",FALSE
8638,19,"300GB","Seagate",FALSE
8639,17,"1TB","Hitachi",FALSE
8640,19,"600GB","Hitachi",FALSE
8641,17,"600GB","Seagate",FALSE
8642,15,"300GB","Toshiba",FALSE
8643,18,"1TB","Hitachi",FALSE
8644,16,"300GB","Seagate",FALSE
8645,23,"1TB","Seagate",FALSE
8646,11,"1TB","Toshiba",FALSE
8647,19,"300GB","Fujitsu",FALSE
8648,13,"300GB","Toshiba",FALSE
8649,19,"1TB","Hitachi",FALSE
8650,19,"1TB","Hitachi",FALSE
8651,18,"1TB","Toshiba",FALSE
8652,18,"300GB","Toshiba",FALSE
8653,14,"600GB","Seagate",FALSE
8654,25,"1TB","Toshiba",FALSE
8655,14,"600GB","Toshiba",FALSE
8656,21,"1TB","Toshiba",FALSE
8657,7,"300GB","Toshiba",FALSE
8658,10,"1TB","Fujitsu",FALSE
8659,17,"600GB","Toshiba",FALSE
8660,14,"1TB","Toshiba",FALSE
8661,15,"600GB","Toshiba",FALSE
8662,9,"600GB","Hitachi",FALSE
8663,19,"300GB","Seagate",FALSE
8664,11,"600GB","Fujitsu",FALSE
8665,15,"600GB","Toshiba",FALSE
8666,15,"600GB","Toshiba",FALSE
8667,17,"1TB","Fujitsu",FALSE
8668,17,"1TB","Hitachi",FALSE
8669,18,"300GB","Hitachi",FALSE
8670,12,"600GB","Hitachi",FALSE
8671,16,"1TB","Fujitsu",FALSE
8672,23,"300GB","Toshiba",FALSE
8673,12,"1TB","Hitachi",FALSE
8674,12,"300GB","Hitachi",FALSE
8675,24,"1TB","Toshiba",FALSE
8676,15,"600GB","Seagate",FALSE
8677,25,"1TB","Toshiba",FALSE
8678,10,"1TB","Hitachi",FALSE
8679,12,"300GB","Toshiba",FALSE
8680,18,"600GB","Fujitsu",FALSE
8681,11,"600GB","Hitachi",FALSE
8682,21,"1TB","Seagate",FALSE
8683,14,"300GB","Hitachi",FALSE
8684,15,"1TB","Seagate",FALSE
8685,17,"600GB","Toshiba",FALSE
8686,15,"1TB","Fujitsu",FALSE
8687,10,"600GB","Toshiba",FALSE
8688,23,"1TB","Hitachi",FALSE
8689,17,"600GB","Hitachi",FALSE
8690,9,"1TB","Hitachi",FALSE
8691,14,"600GB","Seagate",FALSE
8692,20,"600GB","Toshiba",FALSE
8693,21,"1TB","Hitachi",FALSE
8694,10,"1TB","Toshiba",FALSE
8695,17,"300GB","Seagate",FALSE
8696,24,"300GB","Hitachi",FALSE
8697,26,"600GB","Fujitsu",FALSE
8698,29,"1TB","Toshiba",FALSE
8699,10,"300GB","Toshiba",FALSE
8700,20,"300GB","Toshiba",FALSE
8701,14,"1TB","Toshiba",FALSE
8702,18,"1TB","Fujitsu",FALSE
8703,3,"1TB","Hitachi",FALSE
8704,16,"300GB","Toshiba",FALSE
8705,11,"600GB","Seagate",FALSE
8706,16,"600GB","Hitachi",FALSE
8707,15,"600GB","Fujitsu",FALSE
8708,19,"600GB","Toshiba",FALSE
8709,19,"1TB","Seagate",FALSE
8710,21,"600GB","Fujitsu",FALSE
8711,7,"1TB","Seagate",FALSE
8712,10,"600GB","Toshiba",FALSE
8713,20,"300GB","Fujitsu",FALSE
8714,23,"1TB","Hitachi",FALSE
8715,14,"1TB","Hitachi",FALSE
8716,20,"1TB","Toshiba",FALSE
8717,13,"600GB","Toshiba",FALSE
8718,17,"600GB","Toshiba",FALSE
8719,13,"1TB","Fujitsu",FALSE
8720,18,"1TB","Toshiba",FALSE
8721,14,"1TB","Hitachi",FALSE
8722,12,"1TB","Toshiba",FALSE
8723,9,"600GB","Toshiba",FALSE
8724,14,"600GB","Seagate",FALSE
8725,15,"300GB","Hitachi",FALSE
8726,16,"600GB","Hitachi",FALSE
8727,15,"1TB","Seagate",FALSE
8728,17,"1TB","Fujitsu",FALSE
8729,11,"300GB","Seagate",FALSE
8730,11,"1TB","Toshiba",FALSE
8731,15,"600GB","Hitachi",FALSE
8732,11,"600GB","Fujitsu",FALSE
8733,18,"600GB","Toshiba",FALSE
8734,15,"300GB","Fujitsu",FALSE
8735,12,"600GB","Toshiba",FALSE
8736,17,"300GB","Toshiba",FALSE
8737,12,"600GB","Seagate",FALSE
8738,15,"300GB","Fujitsu",FALSE
8739,22,"1TB","Seagate",FALSE
8740,11,"600GB","Toshiba",FALSE
8741,13,"600GB","Hitachi",FALSE
8742,19,"600GB","Fujitsu",FALSE
8743,21,"600GB","Fujitsu",FALSE
8744,17,"1TB","Toshiba",FALSE
8745,16,"300GB","Fujitsu",FALSE
8746,15,"300GB","Toshiba",FALSE
8747,16,"300GB","Fujitsu",FALSE
8748,9,"300GB","Hitachi",FALSE
8749,13,"1TB","Hitachi",FALSE
8750,11,"300GB","Toshiba",FALSE
8751,18,"600GB","Fujitsu",FALSE
8752,19,"300GB","Fujitsu",FALSE
8753,13,"600GB","Fujitsu",FALSE
8754,14,"1TB","Toshiba",FALSE
8755,16,"600GB","Seagate",FALSE
8756,21,"600GB","Hitachi",FALSE
8757,15,"300GB","Fujitsu",FALSE
8758,15,"300GB","Hitachi",FALSE
8759,10,"300GB","Hitachi",FALSE
8760,13,"600GB","Hitachi",FALSE
8761,17,"600GB","Hitachi",FALSE
8762,14,"600GB","Toshiba",FALSE
8763,15,"600GB","Hitachi",FALSE
8764,12,"300GB","Seagate",FALSE
8765,10,"600GB","Fujitsu",FALSE
8766,13,"600GB","Hitachi",FALSE
8767,8,"300GB","Fujitsu",FALSE
8768,14,"300GB","Fujitsu",FALSE
8769,24,"600GB","Seagate",FALSE
8770,19,"1TB","Seagate",FALSE
8771,22,"1TB","Toshiba",FALSE
8772,20,"600GB","Hitachi",FALSE
8773,23,"1TB","Toshiba",FALSE
8774,18,"1TB","Toshiba",FALSE
8775,11,"1TB","Hitachi",FALSE
8776,20,"1TB","Fujitsu",FALSE
8777,16,"300GB","Hitachi",FALSE
8778,14,"300GB","Fujitsu",FALSE
8779,15,"1TB","Hitachi",FALSE
8780,13,"300GB","Toshiba",FALSE
8781,12,"300GB","Toshiba",FALSE
8782,16,"600GB","Toshiba",FALSE
8783,12,"300GB","Seagate",FALSE
8784,19,"1TB","Fujitsu",FALSE
8785,19,"1TB","Toshiba",FALSE
8786,19,"300GB","Seagate",FALSE
8787,16,"1TB","Toshiba",FALSE
8788,9,"1TB","Hitachi",FALSE
8789,19,"600GB","Toshiba",FALSE
8790,18,"600GB","Toshiba",FALSE
8791,10,"600GB","Hitachi",FALSE
8792,6,"600GB","Hitachi",FALSE
8793,12,"600GB","Fujitsu",FALSE
8794,17,"300GB","Fujitsu",FALSE
8795,13,"300GB","Seagate",FALSE
8796,12,"300GB","Fujitsu",FALSE
8797,24,"300GB","Hitachi",FALSE
8798,15,"1TB","Seagate",FALSE
8799,17,"300GB","Fujitsu",FALSE
8800,17,"600GB","Seagate",FALSE
8801,14,"1TB","Hitachi",FALSE
8802,16,"600GB","Seagate",FALSE
8803,8,"600GB","Hitachi",FALSE
8804,21,"1TB","Seagate",FALSE
8805,25,"600GB","Hitachi",FALSE
8806,15,"1TB","Fujitsu",FALSE
8807,22,"300GB","Fujitsu",FALSE
8808,15,"1TB","Toshiba",FALSE
8809,18,"300GB","Fujitsu",FALSE
8810,18,"1TB","Seagate",FALSE
8811,12,"1TB","Hitachi",FALSE
8812,21,"1TB","Hitachi",FALSE
8813,11,"600GB","Toshiba",FALSE
8814,13,"600GB","Hitachi",FALSE
8815,14,"1TB","Fujitsu",FALSE
8816,19,"300GB","Toshiba",FALSE
8817,18,"600GB","Hitachi",FALSE
8818,12,"600GB","Fujitsu",FALSE
8819,18,"1TB","Seagate",FALSE
8820,15,"600GB","Seagate",FALSE
8821,20,"600GB","Fujitsu",FALSE
8822,16,"1TB","Fujitsu",FALSE
8823,17,"600GB","Fujitsu",FALSE
8824,10,"600GB","Seagate",FALSE
8825,14,"600GB","Fujitsu",FALSE
8826,15,"300GB","Seagate",FALSE
8827,18,"300GB","Seagate",FALSE
8828,15,"1TB","Seagate",FALSE
8829,24,"300GB","Fujitsu",FALSE
8830,16,"1TB","Hitachi",FALSE
8831,9,"1TB","Toshiba",FALSE
8832,14,"300GB","Toshiba",FALSE
8833,13,"300GB","Toshiba",FALSE
8834,17,"1TB","Toshiba",FALSE
8835,16,"1TB","Toshiba",FALSE
8836,15,"600GB","Fujitsu",FALSE
8837,14,"1TB","Hitachi",FALSE
8838,18,"300GB","Fujitsu",FALSE
8839,23,"300GB","Toshiba",FALSE
8840,11,"1TB","Hitachi",FALSE
8841,9,"600GB","Toshiba",FALSE
8842,13,"300GB","Hitachi",FALSE
8843,17,"1TB","Toshiba",FALSE
8844,20,"600GB","Toshiba",FALSE
8845,16,"300GB","Seagate",FALSE
8846,8,"600GB","Fujitsu",FALSE
8847,21,"1TB","Hitachi",FALSE
8848,11,"600GB","Seagate",FALSE
8849,16,"300GB","Seagate",FALSE
8850,10,"1TB","Seagate",FALSE
8851,20,"1TB","Toshiba",FALSE
8852,13,"1TB","Hitachi",FALSE
8853,13,"1TB","Seagate",FALSE
8854,7,"1TB","Fujitsu",FALSE
8855,22,"600GB","Seagate",FALSE
8856,15,"1TB","Hitachi",FALSE
8857,15,"1TB","Toshiba",FALSE
8858,13,"1TB","Toshiba",FALSE
8859,16,"600GB","Seagate",FALSE
8860,12,"1TB","Fujitsu",FALSE
8861,15,"300GB","Seagate",FALSE
8862,24,"600GB","Toshiba",FALSE
8863,15,"300GB","Toshiba",FALSE
8864,8,"1TB","Fujitsu",FALSE
8865,11,"300GB","Fujitsu",FALSE
8866,18,"300GB","Toshiba",FALSE
8867,17,"300GB","Seagate",FALSE
8868,22,"1TB","Hitachi",FALSE
8869,14,"600GB","Hitachi",FALSE
8870,16,"600GB","Hitachi",FALSE
8871,29,"600GB","Toshiba",FALSE
8872,17,"1TB","Toshiba",FALSE
8873,16,"1TB","Fujitsu",FALSE
8874,22,"1TB","Fujitsu",FALSE
8875,29,"300GB","Hitachi",FALSE
8876,18,"300GB","Fujitsu",FALSE
8877,15,"1TB","Fujitsu",FALSE
8878,19,"1TB","Seagate",FALSE
8879,19,"600GB","Seagate",FALSE
8880,13,"600GB","Seagate",FALSE
8881,17,"300GB","Fujitsu",FALSE
8882,17,"300GB","Hitachi",FALSE
8883,12,"600GB","Toshiba",FALSE
8884,14,"1TB","Seagate",FALSE
8885,16,"1TB","Toshiba",FALSE
8886,22,"1TB","Toshiba",FALSE
8887,24,"1TB","Fujitsu",FALSE
8888,16,"1TB","Toshiba",FALSE
8889,24,"300GB","Toshiba",FALSE
8890,17,"300GB","Seagate",FALSE
8891,14,"600GB","Toshiba",FALSE
8892,15,"600GB","Toshiba",FALSE
8893,18,"1TB","Fujitsu",FALSE
8894,11,"1TB","Toshiba",FALSE
8895,14,"600GB","Hitachi",FALSE
8896,14,"600GB","Seagate",FALSE
8897,18,"300GB","Fujitsu",FALSE
8898,16,"600GB","Seagate",FALSE
8899,17,"300GB","Fujitsu",FALSE
8900,15,"300GB","Hitachi",FALSE
8901,20,"600GB","Toshiba",FALSE
8902,15,"300GB","Seagate",FALSE
8903,10,"1TB","Hitachi",FALSE
8904,7,"600GB","Toshiba",FALSE
8905,11,"300GB","Hitachi",FALSE
8906,12,"1TB","Seagate",FALSE
8907,18,"1TB","Hitachi",FALSE
8908,12,"1TB","Hitachi",FALSE
8909,19,"600GB","Hitachi",FALSE
8910,14,"600GB","Seagate",FALSE
8911,16,"600GB","Toshiba",FALSE
